"SKU","Produto","Quantidade Vendida","Primeiro Nome","Sobrenome","Loja","Preco Unitario",""
"HL9962","Android","4","Juan","Barbosa","Rio de Janeiro","3400",""
"HL9962","Android","3","Morgana","Correa","Salvador","3400",""
"HL9962","Android","3","Carolina","Alfradique","Fortaleza","3400",""
"HL7348","SmartWatch","4","Bruno","Souza","Porto Alegre","1400",""
"HL1918","iPhone","2","Stephanie","Novak","Salvador","5300",""
"HL4379","Televisão","1","Julia","Leite","Salvador","2500",""
"HL1918","iPhone","5","Lorena","Carvalho","Goiás","5300",""
"HL2714","Tablet","2","Lucas","Rodrigues","Salvador","1600",""
"HL8851","Notebook","1","Diego","Barros","São Paulo","3500",""
"HL9962","Android","3","Bruno","Velucci","Curitiba","3400",""
"HL4379","Televisão","1","Adriana","Carneiro","São Paulo","2500",""
"HL1918","iPhone","1","Bruna","Ramos","São Paulo","5300",""
"HL4379","Televisão","3","Ana","Júnior","Porto Alegre","2500",""
"HL1918","iPhone","1","Maria","Junior","Porto Alegre","5300",""
"HL2714","Tablet","3","Juliana","Pacheco","Fortaleza","1600",""
"HL8851","Notebook","4","Danilo","Alves","Salvador","3500",""
"HL1148","Câmera","5","Marcos","Nucci","Rio de Janeiro","2100",""
"HL2714","Tablet","4","Vitor","Arruda","São Paulo","1600",""
"HL1918","iPhone","5","Rodrigo","Ramos","São Paulo","5300",""
"HL1918","iPhone","2","Bianca","Allevato","Goiás","5300",""
"HL1918","iPhone","1","Deysiane","Medronho","Salvador","5300",""
"HL1918","iPhone","2","Lázaro","Nascimento","Recife","5300",""
"HL1148","Câmera","4","Diego","Mello","Rio de Janeiro","2100",""
"HL8851","Notebook","5","Lorena","Carvalho","Fortaleza","3500",""
"HL7348","SmartWatch","4","Daniel","Alcoforado","Fortaleza","1400",""
"HL2714","Tablet","3","Diego","Barros","São Paulo","1600",""
"HL1918","iPhone","5","Joao","Pereira","Recife","5300",""
"HL2714","Tablet","2","Carlos","Silva","Goiás","1600",""
"HL7348","SmartWatch","5","Hanna","Fonseca","São Paulo","1400",""
"HL4379","Televisão","3","Carlos","Galvão","Rio de Janeiro","2500",""
"HL7348","SmartWatch","1","Felipe","Mello","Fortaleza","1400",""
"HL1918","iPhone","2","Guilherme","Lima","Fortaleza","5300",""
"HL1918","iPhone","2","Victor","Corrêa","Rio de Janeiro","5300",""
"HL8851","Notebook","1","Raphael","Filho","São Paulo","3500",""
"HL8851","Notebook","3","Gustavo","Accardo","Salvador","3500",""
"HL4379","Televisão","2","Pedro","Delgado","Fortaleza","2500",""
"HL4379","Televisão","2","Caio","Moura","Porto Alegre","2500",""
"HL2714","Tablet","3","Diogo","Peixoto","Fortaleza","1600",""
"HL2714","Tablet","3","Juliana","Barreira","Rio de Janeiro","1600",""
"HL9962","Android","5","Bruno","Souza","São Paulo","3400",""
"HL1918","iPhone","4","Barbara","Procaci","Porto Alegre","5300",""
"HL1918","iPhone","4","Thomaz","Ferreira","Curitiba","5300",""
"HL8851","Notebook","2","Beatriz","Cavalcanti","São Paulo","3500",""
"HL4379","Televisão","1","David","Assumpção","São Paulo","2500",""
"HL1918","iPhone","4","Lucas","Araújo","São Paulo","5300",""
"HL1918","iPhone","2","Carolina","Alfradique","Goiás","5300",""
"HL2714","Tablet","2","Jéssica","Teixeira","Salvador","1600",""
"HL8851","Notebook","1","Anna","Maia","Goiás","3500",""
"HL1918","iPhone","5","Marina","Miranda","Fortaleza","5300",""
"HL7348","SmartWatch","2","Gustavo","Aragão","Recife","1400",""
"HL9962","Android","5","Katharina","Barros","Goiás","3400",""
"HL1918","iPhone","2","Rachel","Silva","Rio de Janeiro","5300",""
"HL8851","Notebook","2","Gustavo","Gomes","São Paulo","3500",""
"HL8851","Notebook","5","Pedro","Macckione","Goiás","3500",""
"HL1918","iPhone","1","Gabriella","Sagrillo","Porto Alegre","5300",""
"HL7348","SmartWatch","4","Pedro","Cardoso","Porto Alegre","1400",""
"HL1918","iPhone","2","Rafael","Guimarães","São Paulo","5300",""
"HL7348","SmartWatch","1","Bruno","Mota","Salvador","1400",""
"HL4379","Televisão","3","Lívia","Tanaka","São Paulo","2500",""
"HL9962","Android","3","Beatriz","Perdomo","Curitiba","3400",""
"HL4379","Televisão","4","Raul","Junqueira","Belo Horizonte","2500",""
"HL8851","Notebook","4","Gabrielle","Wanderley","Porto Alegre","3500",""
"HL1918","iPhone","2","Gustavo","Erthal","Salvador","5300",""
"HL7348","SmartWatch","1","Lucas","Freire","São Paulo","1400",""
"HL9962","Android","3","Jonatas","Essaber","Salvador","3400",""
"HL4379","Televisão","3","Lucas","Rodrigues","Belo Horizonte","2500",""
"HL1918","iPhone","5","Caroline","Pinto","Fortaleza","5300",""
"HL8851","Notebook","3","Thaís","Pereira","Curitiba","3500",""
"HL1918","iPhone","5","Thiago","Veiga","Rio de Janeiro","5300",""
"HL4379","Televisão","1","Maria","Mello","Goiás","2500",""
"HL1918","iPhone","2","Milena","Alcoforado","Rio de Janeiro","5300",""
"HL4379","Televisão","1","Luana","Santana","Fortaleza","2500",""
"HL9962","Android","4","Livia","Cozendey","São Paulo","3400",""
"HL1918","iPhone","1","Lucas","Araújo","São Paulo","5300",""
"HL1918","iPhone","2","Mariane","Ferreira","Rio de Janeiro","5300",""
"HL1148","Câmera","3","Lenon","Fernandes","São Paulo","2100",""
"HL8851","Notebook","2","Felipe","Freitas","Curitiba","3500",""
"HL1918","iPhone","1","Rafaela","Rodrigues","Porto Alegre","5300",""
"HL2714","Tablet","3","Gabriela","Cavalcanti","Recife","1600",""
"HL4379","Televisão","2","Luis","Oliveira","Fortaleza","2500",""
"HL4379","Televisão","3","Bruna","Silva","Goiás","2500",""
"HL1918","iPhone","3","Juliana","Hollander","São Paulo","5300",""
"HL2714","Tablet","2","Juliana","Correa","Rio de Janeiro","1600",""
"HL1918","iPhone","4","Luiz","Freire","Rio de Janeiro","5300",""
"HL1918","iPhone","4","Thaís","Moura","São Paulo","5300",""
"HL2714","Tablet","1","Eric","Júnior","Recife","1600",""
"HL1918","iPhone","3","Catarina","Teixeira","Recife","5300",""
"HL4379","Televisão","3","Arthur","Portela","Goiás","2500",""
"HL4379","Televisão","1","Stefan","Santos","Curitiba","2500",""
"HL1918","iPhone","3","Bruna","Franco","São Paulo","5300",""
"HL4379","Televisão","1","Anna","Maia","Salvador","2500",""
"HL4379","Televisão","3","Henrique","Silva","Salvador","2500",""
"HL9962","Android","5","Gabrielle","Viríssimo","Goiás","3400",""
"HL2714","Tablet","1","Raíza","Lopes","Salvador","1600",""
"HL1148","Câmera","1","Daniel","Valente","Salvador","2100",""
"HL4379","Televisão","1","Luis","Villanova","Porto Alegre","2500",""
"HL2714","Tablet","3","Ana","Gonzaga","Fortaleza","1600",""
"HL1148","Câmera","4","Luíza","Garcia","Recife","2100",""
"HL1918","iPhone","5","Thiago","Miura","Salvador","5300",""
"HL1918","iPhone","4","Gabriel","Ribeiro","Fortaleza","5300",""
"HL8851","Notebook","3","Gabrielle","Porto","Rio de Janeiro","3500",""
"HL1148","Câmera","1","Diego","Barros","Rio de Janeiro","2100",""
"HL2714","Tablet","5","Luíza","Melo","Belo Horizonte","1600",""
"HL1918","iPhone","5","Dandara","Reis","Recife","5300",""
"HL4379","Televisão","2","Marina","Aragão","Rio de Janeiro","2500",""
"HL1918","iPhone","2","Raphael","Kurtz","Fortaleza","5300",""
"HL1918","iPhone","4","Lara","Moreira","Salvador","5300",""
"HL1918","iPhone","1","Ylana","Teraoka","Fortaleza","5300",""
"HL8851","Notebook","5","Gabriel","Azevedo","Fortaleza","3500",""
"HL8851","Notebook","4","Luiz","Xavier","São Paulo","3500",""
"HL8851","Notebook","3","Priscila","Garcia","Rio de Janeiro","3500",""
"HL1918","iPhone","2","Júlio","Fraga","Belo Horizonte","5300",""
"HL4379","Televisão","1","Gabrielle","Silva","São Paulo","2500",""
"HL9962","Android","2","Gustavo","Thome","São Paulo","3400",""
"HL4379","Televisão","5","Rilson","Dias","Rio de Janeiro","2500",""
"HL9962","Android","3","Lucas","Freitas","São Paulo","3400",""
"HL1918","iPhone","3","Wilson","Meirelles","Salvador","5300",""
"HL7348","SmartWatch","4","Ana","Silva","Curitiba","1400",""
"HL4379","Televisão","3","Mayara","Soares","Fortaleza","2500",""
"HL7348","SmartWatch","2","Luiz","Mendonça","Goiás","1400",""
"HL4379","Televisão","1","Samara","Pinto","Goiás","2500",""
"HL1918","iPhone","2","Stephanie","Novak","São Paulo","5300",""
"HL4379","Televisão","3","Sandy","Figueiredo","Porto Alegre","2500",""
"HL1918","iPhone","4","Lívia","Marques","Belo Horizonte","5300",""
"HL1918","iPhone","4","Matheus","Gomes","São Paulo","5300",""
"HL9962","Android","2","Gabriella","Sagrillo","São Paulo","3400",""
"HL1918","iPhone","5","Julia","Leite","Rio de Janeiro","5300",""
"HL1918","iPhone","3","Julia","Aliani","São Paulo","5300",""
"HL1148","Câmera","5","Alvaro","Kranz","Recife","2100",""
"HL4379","Televisão","4","Leandro","Melo","Rio de Janeiro","2500",""
"HL8851","Notebook","3","Bruno","Barcessat","São Paulo","3500",""
"HL4379","Televisão","4","Wilson","Meirelles","Belo Horizonte","2500",""
"HL1918","iPhone","1","Wilson","Meirelles","Curitiba","5300",""
"HL4379","Televisão","3","Thays","Castro","Salvador","2500",""
"HL7348","SmartWatch","5","Pedro","Macckione","Fortaleza","1400",""
"HL4379","Televisão","5","Julie","Ferreira","São Paulo","2500",""
"HL8851","Notebook","5","Victor","Lira","Goiás","3500",""
"HL4379","Televisão","4","Audir","Franco","São Paulo","2500",""
"HL4379","Televisão","4","Priscila","Vogel","Curitiba","2500",""
"HL1918","iPhone","4","Bárbara","Cavalcante","São Paulo","5300",""
"HL4379","Televisão","2","Bianca","Piero","Goiás","2500",""
"HL9962","Android","1","Debora","Silva","Porto Alegre","3400",""
"HL4379","Televisão","4","Gustavo","Aragão","Curitiba","2500",""
"HL1148","Câmera","3","Rafaela","Ferreira","São Paulo","2100",""
"HL1148","Câmera","4","Fernanda","Junior","São Paulo","2100",""
"HL1918","iPhone","5","Gustavo","Guimarães","São Paulo","5300",""
"HL2714","Tablet","5","Renan","Firmino","Rio de Janeiro","1600",""
"HL1148","Câmera","2","Arthur","Souza","Porto Alegre","2100",""
"HL2714","Tablet","5","Roberto","Nogueira","Curitiba","1600",""
"HL1918","iPhone","4","Viviane","Souza","Porto Alegre","5300",""
"HL9962","Android","4","Victor","Ferreira","São Paulo","3400",""
"HL8851","Notebook","3","Mariane","Racy","São Paulo","3500",""
"HL2714","Tablet","5","Nina","Magalhães","Rio de Janeiro","1600",""
"HL1918","iPhone","4","Caio","Vianna","Salvador","5300",""
"HL1918","iPhone","3","Bruno","Mota","Rio de Janeiro","5300",""
"HL7348","SmartWatch","1","Diego","Rodrigues","Rio de Janeiro","1400",""
"HL1918","iPhone","4","Luis","Garcia","Fortaleza","5300",""
"HL9962","Android","2","Carolina","Brum","Salvador","3400",""
"HL1148","Câmera","1","Gabrielle","Costa","Rio de Janeiro","2100",""
"HL7348","SmartWatch","2","Sthefeson","Kohn","São Paulo","1400",""
"HL1918","iPhone","3","Kimberly","Sad","Recife","5300",""
"HL4379","Televisão","5","Thaís","Moura","Curitiba","2500",""
"HL2714","Tablet","3","Carolina","Vasconcelos","Curitiba","1600",""
"HL2714","Tablet","2","Amanda","Amaral","Belo Horizonte","1600",""
"HL1918","iPhone","5","Julia","Leite","Belo Horizonte","5300",""
"HL4379","Televisão","3","Pedro","Cardoso","Salvador","2500",""
"HL2714","Tablet","3","Giselia","Thiele","Belo Horizonte","1600",""
"HL4379","Televisão","2","Pedro","Cardoso","São Paulo","2500",""
"HL9962","Android","1","Marcela","Medeiros","Rio de Janeiro","3400",""
"HL8851","Notebook","1","Pedro","Bitencourt","Rio de Janeiro","3500",""
"HL1918","iPhone","3","João","Silva","São Paulo","5300",""
"HL1148","Câmera","4","Victor","Soares","Rio de Janeiro","2100",""
"HL7348","SmartWatch","1","Wilson","Brandão","Belo Horizonte","1400",""
"HL4379","Televisão","3","Jessica","Cordovil","Rio de Janeiro","2500",""
"HL1148","Câmera","3","Victor","Lira","Porto Alegre","2100",""
"HL1918","iPhone","5","Giovanna","Santos","Goiás","5300",""
"HL4379","Televisão","2","Beatriz","Almeida","São Paulo","2500",""
"HL2714","Tablet","3","Milena","Almeida","São Paulo","1600",""
"HL1918","iPhone","2","Alessandra","Martins","São Paulo","5300",""
"HL1148","Câmera","1","Lorena","Kohn","São Paulo","2100",""
"HL1918","iPhone","4","Vinícius","Antunes","São Paulo","5300",""
"HL8851","Notebook","1","Thiago","Veiga","Rio de Janeiro","3500",""
"HL1918","iPhone","1","Laura","Araujo","Porto Alegre","5300",""
"HL1918","iPhone","5","Viviane","Souza","Salvador","5300",""
"HL2714","Tablet","3","Ana","Gomes","Salvador","1600",""
"HL1918","iPhone","3","Gabriella","Sagrillo","Fortaleza","5300",""
"HL1918","iPhone","1","Luis","Silva","Fortaleza","5300",""
"HL9962","Android","1","Gabriella","Lopes","Salvador","3400",""
"HL1918","iPhone","3","Alon","Pestana","Curitiba","5300",""
"HL2714","Tablet","4","Giovanna","Santos","São Paulo","1600",""
"HL1918","iPhone","2","Thaís","Moura","Recife","5300",""
"HL4379","Televisão","3","Bernardo","Ribeiro","Recife","2500",""
"HL1148","Câmera","3","Beatriz","Rodrigues","Fortaleza","2100",""
"HL1918","iPhone","3","Bernard","Pedrosa","Salvador","5300",""
"HL1918","iPhone","5","Lucas","Neto","São Paulo","5300",""
"HL1148","Câmera","4","Thiago","Veiga","Rio de Janeiro","2100",""
"HL8851","Notebook","2","Livia","Corrêa","Rio de Janeiro","3500",""
"HL2714","Tablet","5","Isabella","Montanholi","Fortaleza","1600",""
"HL8851","Notebook","5","Marina","Correa","Porto Alegre","3500",""
"HL9962","Android","3","Sthefeson","Pereira","São Paulo","3400",""
"HL1148","Câmera","3","Bernardo","Ribeiro","Recife","2100",""
"HL1148","Câmera","1","João","Capitulo","Curitiba","2100",""
"HL9962","Android","5","Juliana","Goes","Belo Horizonte","3400",""
"HL7348","SmartWatch","1","Letícia","Araujo","Recife","1400",""
"HL2714","Tablet","1","Matheus","Delgado","Salvador","1600",""
"HL1148","Câmera","5","Beatriz","Rodrigues","Salvador","2100",""
"HL9962","Android","4","Luiz","Campista","São Paulo","3400",""
"HL8851","Notebook","3","Bárbara","Lima","Fortaleza","3500",""
"HL4379","Televisão","3","Clara","Bruno","Rio de Janeiro","2500",""
"HL8851","Notebook","3","Luana","Santos","Rio de Janeiro","3500",""
"HL1918","iPhone","1","Ravena","Bhering","Porto Alegre","5300",""
"HL8851","Notebook","3","Raíza","Lopes","Recife","3500",""
"HL2714","Tablet","5","Anna","Silva","Fortaleza","1600",""
"HL1918","iPhone","5","Lucas","Cavalcanti","São Paulo","5300",""
"HL2714","Tablet","1","Maria","Mello","Rio de Janeiro","1600",""
"HL4379","Televisão","2","Joao","Pereira","Porto Alegre","2500",""
"HL7348","SmartWatch","1","Mônica","Rotolo","Recife","1400",""
"HL1918","iPhone","3","Victor","Gomes","Goiás","5300",""
"HL1148","Câmera","3","Sarah","Souza","Porto Alegre","2100",""
"HL1148","Câmera","5","Fabio","Boccaletti","Goiás","2100",""
"HL8851","Notebook","2","Glenda","Santos","Rio de Janeiro","3500",""
"HL9962","Android","5","Henrique","Oliveira","São Paulo","3400",""
"HL1918","iPhone","1","Guilherme","Merotto","Rio de Janeiro","5300",""
"HL1918","iPhone","1","Jessica","Ferreira","Salvador","5300",""
"HL2714","Tablet","5","Thaís","Pereira","Fortaleza","1600",""
"HL1148","Câmera","5","Adriana","Passos","Goiás","2100",""
"HL4379","Televisão","4","Guilherme","Seixas","Fortaleza","2500",""
"HL4379","Televisão","1","Adrielle","Gabriel","São Paulo","2500",""
"HL9962","Android","5","João","Júnior","São Paulo","3400",""
"HL1148","Câmera","1","Lara","Moreira","São Paulo","2100",""
"HL8851","Notebook","3","Thayane","Resende","São Paulo","3500",""
"HL7348","SmartWatch","4","Isabela","Rodrigues","Porto Alegre","1400",""
"HL1148","Câmera","3","Helena","Chafin","Salvador","2100",""
"HL9962","Android","3","Gabriel","Silva","Belo Horizonte","3400",""
"HL2714","Tablet","3","Sthefeson","Barroso","Fortaleza","1600",""
"HL8851","Notebook","2","Pedro","Martins","São Paulo","3500",""
"HL4379","Televisão","5","Matheus","Moraes","São Paulo","2500",""
"HL1148","Câmera","2","Marina","Delgado","Fortaleza","2100",""
"HL4379","Televisão","3","Bruno","Temporal","Rio de Janeiro","2500",""
"HL7348","SmartWatch","1","Andre","Sampaio","Rio de Janeiro","1400",""
"HL4379","Televisão","4","Rafaela","Gonçalves","Porto Alegre","2500",""
"HL1918","iPhone","2","Mariana","Barrozo","Recife","5300",""
"HL4379","Televisão","1","Gabriela","Mello","Porto Alegre","2500",""
"HL8851","Notebook","5","Priscila","Carvalho","Fortaleza","3500",""
"HL4379","Televisão","3","Lucas","Lemos","Curitiba","2500",""
"HL2714","Tablet","2","Renan","Nascimento","Fortaleza","1600",""
"HL7348","SmartWatch","2","Carolina","Motta","Rio de Janeiro","1400",""
"HL8851","Notebook","4","Joyce","Souza","Fortaleza","3500",""
"HL9962","Android","1","Jessica","Ferreira","Fortaleza","3400",""
"HL8851","Notebook","4","Brenno","Santos","Fortaleza","3500",""
"HL4379","Televisão","5","Arthur","Pereira","Fortaleza","2500",""
"HL7348","SmartWatch","2","Guilherme","Rachide","São Paulo","1400",""
"HL8851","Notebook","3","Miguel","Carneiro","Salvador","3500",""
"HL2714","Tablet","5","Pedro","Macckione","Goiás","1600",""
"HL8851","Notebook","5","Leandro","Ferreira","Goiás","3500",""
"HL8851","Notebook","2","Carlos","Azevedo","Rio de Janeiro","3500",""
"HL4379","Televisão","2","Raíza","Lopes","São Paulo","2500",""
"HL9962","Android","2","Bruna","Rosa","Fortaleza","3400",""
"HL2714","Tablet","1","Beatriz","Biase","Fortaleza","1600",""
"HL2714","Tablet","2","Jéssica","Netto","Belo Horizonte","1600",""
"HL9962","Android","1","Anízio","Carvalho","Salvador","3400",""
"HL1918","iPhone","2","Guilherme","Monteiro","Goiás","5300",""
"HL4379","Televisão","3","Wilson","Brandão","Rio de Janeiro","2500",""
"HL4379","Televisão","3","Luis","Garcia","Fortaleza","2500",""
"HL1918","iPhone","2","Gabriella","Sagrillo","Curitiba","5300",""
"HL1918","iPhone","1","Victor","Lira","Recife","5300",""
"HL2714","Tablet","4","João","Bach","Recife","1600",""
"HL8851","Notebook","3","Matheus","Gomes","Fortaleza","3500",""
"HL1918","iPhone","1","Wen","Santos","Salvador","5300",""
"HL8851","Notebook","5","Rafael","Ramos","Recife","3500",""
"HL9962","Android","4","Thales","Andrade","Fortaleza","3400",""
"HL7348","SmartWatch","2","Rafael","Portela","Recife","1400",""
"HL9962","Android","4","Rafael","Portela","Rio de Janeiro","3400",""
"HL1918","iPhone","4","Rilson","Dias","Belo Horizonte","5300",""
"HL4379","Televisão","4","Jorge","Fonseca","Porto Alegre","2500",""
"HL8851","Notebook","4","Daniel","Felippe","Salvador","3500",""
"HL7348","SmartWatch","4","Matheus","Silva","Fortaleza","1400",""
"HL1918","iPhone","2","Caio","Cardoso","Goiás","5300",""
"HL9962","Android","4","Desirée","Heimlich","São Paulo","3400",""
"HL8851","Notebook","5","Giulia","Lopes","Porto Alegre","3500",""
"HL7348","SmartWatch","1","Michelle","Miura","São Paulo","1400",""
"HL4379","Televisão","3","Gustavo","Erthal","Rio de Janeiro","2500",""
"HL1918","iPhone","4","Gustavo","Azevedo","Fortaleza","5300",""
"HL1918","iPhone","4","Victor","Ferreira","São Paulo","5300",""
"HL1918","iPhone","2","Matheus","Gomes","Fortaleza","5300",""
"HL8851","Notebook","2","Mariana","Baptista","Porto Alegre","3500",""
"HL4379","Televisão","1","Ulisses","Arruda","Rio de Janeiro","2500",""
"HL1918","iPhone","5","Victor","Lira","Salvador","5300",""
"HL1918","iPhone","2","Alberto","Silveira","Salvador","5300",""
"HL1918","iPhone","5","Ana","Carvalho","Salvador","5300",""
"HL1918","iPhone","1","Julia","Leig","São Paulo","5300",""
"HL4379","Televisão","3","Caroline","Delgado","São Paulo","2500",""
"HL9962","Android","3","Gabrielle","Figueiredo","São Paulo","3400",""
"HL7348","SmartWatch","5","Marcelo","Guadagnino","Fortaleza","1400",""
"HL1148","Câmera","2","Eduardo","Lopes","São Paulo","2100",""
"HL1148","Câmera","3","Eduardo","Pacheco","São Paulo","2100",""
"HL4379","Televisão","4","Izabel","Lopes","Rio de Janeiro","2500",""
"HL1918","iPhone","2","Rodrigo","Bruno","Belo Horizonte","5300",""
"HL4379","Televisão","4","Gabriella","Sagrillo","Salvador","2500",""
"HL9962","Android","1","Carlos","Cardoso","Recife","3400",""
"HL1918","iPhone","3","Luíza","Garcia","Fortaleza","5300",""
"HL8851","Notebook","2","Diego","Marchesi","São Paulo","3500",""
"HL8851","Notebook","1","Sandy","Moreira","Goiás","3500",""
"HL1918","iPhone","1","Rafael","Rocha","Salvador","5300",""
"HL1918","iPhone","2","Julia","Leig","Salvador","5300",""
"HL1918","iPhone","3","Gabriel","Brito","Salvador","5300",""
"HL8851","Notebook","4","Guilherme","Vianna","Salvador","3500",""
"HL1918","iPhone","2","Carolina","Bernardes","São Paulo","5300",""
"HL9962","Android","5","Larissa","Nauenberg","São Paulo","3400",""
"HL1918","iPhone","1","Henrique","Villanova","Salvador","5300",""
"HL1918","iPhone","4","Raphael","Ferman","São Paulo","5300",""
"HL4379","Televisão","4","Lunna","Vannier","Fortaleza","2500",""
"HL7348","SmartWatch","4","Mariana","Freire","Salvador","1400",""
"HL2714","Tablet","2","Luis","Garcia","São Paulo","1600",""
"HL1918","iPhone","5","Vitor","Arruda","Salvador","5300",""
"HL9962","Android","1","Natali","Rangel","Rio de Janeiro","3400",""
"HL4379","Televisão","3","Lucas","Neto","Goiás","2500",""
"HL1918","iPhone","2","Carlos","Galvão","Porto Alegre","5300",""
"HL8851","Notebook","2","Luiza","Procaci","Recife","3500",""
"HL2714","Tablet","4","Thiago","Nóbrega","Goiás","1600",""
"HL4379","Televisão","5","Lázaro","Villanova","Porto Alegre","2500",""
"HL4379","Televisão","4","Gabriel","Assis","São Paulo","2500",""
"HL1148","Câmera","1","Pedro","Lyra","Fortaleza","2100",""
"HL1918","iPhone","2","Bruno","Oliveira","São Paulo","5300",""
"HL2714","Tablet","2","Bernardo","Ribeiro","Salvador","1600",""
"HL7348","SmartWatch","4","Roger","Rosa","Recife","1400",""
"HL8851","Notebook","1","Thiago","Nóbrega","Goiás","3500",""
"HL8851","Notebook","4","Caio","Silva","Fortaleza","3500",""
"HL2714","Tablet","1","Lara","Moreira","Rio de Janeiro","1600",""
"HL1918","iPhone","2","Ramon","Araujo","Porto Alegre","5300",""
"HL8851","Notebook","2","Maria","Mello","Salvador","3500",""
"HL4379","Televisão","4","Marina","Mesquita","Recife","2500",""
"HL1918","iPhone","3","José","Fonseca","Salvador","5300",""
"HL1918","iPhone","5","Lázaro","Villanova","Fortaleza","5300",""
"HL7348","SmartWatch","2","Milena","Pereira","Salvador","1400",""
"HL4379","Televisão","3","Renan","Ventura","Salvador","2500",""
"HL9962","Android","2","Julia","Figueiredo","Rio de Janeiro","3400",""
"HL1918","iPhone","3","Giulia","Pessanha","Recife","5300",""
"HL4379","Televisão","4","Juliana","Mesquita","Salvador","2500",""
"HL4379","Televisão","2","Cláudio","Aragão","Salvador","2500",""
"HL4379","Televisão","1","Andressa","Rotsztejn","Curitiba","2500",""
"HL4379","Televisão","5","Sandy","Moreira","Fortaleza","2500",""
"HL1148","Câmera","4","Kim","Ferreira","Rio de Janeiro","2100",""
"HL4379","Televisão","5","Guilherme","Merotto","Porto Alegre","2500",""
"HL1918","iPhone","2","Isabela","Resende","São Paulo","5300",""
"HL9962","Android","2","Lucas","Baptista","Goiás","3400",""
"HL1918","iPhone","1","Alberto","Silveira","Rio de Janeiro","5300",""
"HL9962","Android","3","Rafael","Wajnsztok","Salvador","3400",""
"HL9962","Android","4","João","Pedrazza","Belo Horizonte","3400",""
"HL9962","Android","3","Mariana","Baptista","Salvador","3400",""
"HL1918","iPhone","5","José","Carvalho","São Paulo","5300",""
"HL4379","Televisão","1","João","Fonseca","Curitiba","2500",""
"HL2714","Tablet","5","Lucas","Lima","Salvador","1600",""
"HL4379","Televisão","1","Bianca","Tatsch","Fortaleza","2500",""
"HL1918","iPhone","4","Erick","Soares","Salvador","5300",""
"HL1148","Câmera","5","Diogo","Ressurreição","São Paulo","2100",""
"HL7348","SmartWatch","5","Pedro","Bitencourt","Recife","1400",""
"HL7348","SmartWatch","5","Bianca","Piero","Salvador","1400",""
"HL1918","iPhone","4","Gustavo","Junior","Salvador","5300",""
"HL1148","Câmera","5","Bernardo","Ribeiro","Rio de Janeiro","2100",""
"HL4379","Televisão","1","Iuri","Neto","São Paulo","2500",""
"HL1918","iPhone","4","Roberto","Nogueira","Rio de Janeiro","5300",""
"HL7348","SmartWatch","2","Gabrielle","Costa","Belo Horizonte","1400",""
"HL1918","iPhone","1","Paula","Cavalcanti","São Paulo","5300",""
"HL7348","SmartWatch","5","Julia","Silva","São Paulo","1400",""
"HL1918","iPhone","5","Gabrielle","Porto","Rio de Janeiro","5300",""
"HL4379","Televisão","3","Paula","Cavalcanti","Salvador","2500",""
"HL1918","iPhone","3","Fernanda","Figueiredo","São Paulo","5300",""
"HL7348","SmartWatch","4","Matheus","Santos","Porto Alegre","1400",""
"HL2714","Tablet","1","Luíza","Goulart","Goiás","1600",""
"HL2714","Tablet","5","Arthur","Souza","Goiás","1600",""
"HL4379","Televisão","4","Lucas","Reis","Porto Alegre","2500",""
"HL4379","Televisão","4","Breno","Quinto","Rio de Janeiro","2500",""
"HL1918","iPhone","3","João","Aires","Goiás","5300",""
"HL1918","iPhone","1","Matheus","Souza","Porto Alegre","5300",""
"HL2714","Tablet","1","Eduardo","Lopes","Salvador","1600",""
"HL4379","Televisão","5","Stefan","Nunes","Fortaleza","2500",""
"HL2714","Tablet","4","Rebeca","Taylor","Porto Alegre","1600",""
"HL7348","SmartWatch","2","Alon","Palmeira","Fortaleza","1400",""
"HL7348","SmartWatch","1","Fabio","Boccaletti","Curitiba","1400",""
"HL4379","Televisão","4","Carolina","Santos","Fortaleza","2500",""
"HL7348","SmartWatch","4","Bernardo","Botelho","Salvador","1400",""
"HL4379","Televisão","1","Iuri","Neto","Curitiba","2500",""
"HL1918","iPhone","4","Daniela","Rosa","Belo Horizonte","5300",""
"HL8851","Notebook","3","Anna","Maia","Salvador","3500",""
"HL4379","Televisão","2","Beatriz","Rocha","Salvador","2500",""
"HL1918","iPhone","1","Anna","Silva","São Paulo","5300",""
"HL8851","Notebook","1","Luana","Santana","Recife","3500",""
"HL4379","Televisão","2","Kim","Ferreira","Recife","2500",""
"HL2714","Tablet","3","Livia","Corrêa","Recife","1600",""
"HL2714","Tablet","3","Beatriz","Silva","Goiás","1600",""
"HL2714","Tablet","3","Victor","Oliveira","Salvador","1600",""
"HL4379","Televisão","3","Miguel","Carneiro","Fortaleza","2500",""
"HL1148","Câmera","2","Rodrigo","Feijo","Fortaleza","2100",""
"HL2714","Tablet","3","Bruno","Salomão","Goiás","1600",""
"HL8851","Notebook","2","Bianca","Piero","São Paulo","3500",""
"HL2714","Tablet","2","Lucas","Freitas","Fortaleza","1600",""
"HL4379","Televisão","1","Lucas","Rodrigues","Rio de Janeiro","2500",""
"HL1918","iPhone","4","Fabio","Ramos","Fortaleza","5300",""
"HL1918","iPhone","1","Pedro","Xavier","São Paulo","5300",""
"HL1918","iPhone","1","Guilherme","Lima","Curitiba","5300",""
"HL7348","SmartWatch","1","João","Rodrigues","São Paulo","1400",""
